Ticker,Description,Price,Change %,Change,Technical Rating,Volume,Volume*Price,Market Capitalization,Price to Earnings Ratio (TTM),Basic EPS (TTM),Number of Employees,Sector,Industry,1-Month High,1-Month Low,1-Year Beta,3-Month High,3-Month Low,3-Month Performance,5Y Performance,6-Month High,6-Month Low,6-Month Performance,52 Week High,52 Week Low,All Time High,All Time Low,Average Volume (10 day),Average Volume (30 day),Average Volume (60 day),Average Volume (90 day),Cash and short term investments (FY),Cash and short term investments (MRQ),Cash & Equivalents (FY),Cash & Equivalents (MRQ),"Change 1M, %","Change 1W, %",Country,Debt to Equity Ratio (MRQ),Current Ratio (MRQ),Dividends per share (Annual YoY Growth),Dividends per Share (FY),Dividends per Share (MRQ),Dividend Yield Forward,EBITDA (Annual YoY Growth),EBITDA (Quarterly QoQ Growth),EBITDA (Quarterly YoY Growth),EBITDA (TTM),EBITDA (TTM YoY Growth),Enterprise Value/EBITDA (TTM),Enterprise Value (MRQ),EPS Diluted (Annual YoY Growth),EPS Diluted (FY),EPS Diluted (MRQ),EPS Diluted (Quarterly QoQ Growth),EPS Diluted (Quarterly YoY Growth),EPS Diluted (TTM),EPS Diluted (TTM YoY Growth),EPS Forecast (MRQ),Exponential Moving Average (5),Exponential Moving Average (20),Exponential Moving Average (30),Exponential Moving Average (100),Free Cash Flow (Annual YoY Growth),Free Cash Flow Margin (FY),Free Cash Flow Margin (TTM),Free Cash Flow (Quarterly QoQ Growth),Free Cash Flow (Quarterly YoY Growth),Free Cash Flow (TTM YoY Growth),Gross Margin (FY),Gross Margin (TTM),Gross Profit (Annual YoY Growth),Gross Profit (FY),Gross Profit (MRQ),Gross Profit (Quarterly QoQ Growth),Gross Profit (Quarterly YoY Growth),Gross Profit (TTM YoY Growth),Money Flow (14),Net Debt (MRQ),Net Income (Annual YoY Growth),Net Income (FY),Net Income (Quarterly QoQ Growth),Net Income (Quarterly YoY Growth),Net Income (TTM YoY Growth),Net Margin (FY),Net Margin (TTM),Operating Margin (FY),Operating Margin (TTM),Price to Book (FY),Price to Book (MRQ),Price to Free Cash Flow (TTM),Price to Revenue Ratio (TTM),Price to Sales (FY),Quick Ratio (MRQ),Recent Earnings Date,Relative Strength Index (7),Relative Strength Index (14),Research & development Ratio (FY),Research & development Ratio (TTM),Return on Assets (TTM),Return on Equity (TTM),Return on Invested Capital (TTM),Revenue (Annual YoY Growth),Revenue per Employee (FY),Revenue (Quarterly QoQ Growth),Revenue (Quarterly YoY Growth),Revenue (TTM YoY Growth),Shares Float,Simple Moving Average (5),Simple Moving Average (10),Simple Moving Average (30),Simple Moving Average (100),Total Assets (Annual YoY Growth),Total Assets (MRQ),Total Assets (Quarterly QoQ Growth),Total Assets (Quarterly YoY Growth),Total Debt (Annual YoY Growth),Total Current Assets (MRQ),Total Debt (MRQ),Total Debt (Quarterly QoQ Growth),Total Debt (Quarterly YoY Growth),Total Liabilities (FY),Total Liabilities (MRQ),Total Revenue (FY),Total Shares Outstanding,Upcoming Earnings Date,Volatility,Volatility Month,Volatility Week,Volume Weighted Average Price,Volume Weighted Moving Average (20),YTD Performance,Weekly Performance,Yearly Performance,Simple Moving Average (20),Simple Moving Average (50),Simple Moving Average (200),Pretax Margin (TTM),Dividends Paid (FY),Exponential Moving Average (50),Exponential Moving Average (10),Basic EPS (FY)
AES,The AES Corporation,21.02,-0.33191086,-0.07,Neutral,6638316,139537402.32,14069436581,,-0.7638,9100,Utilities,Electric Utilities,21.67,19.88,1.0899011,25.735,19.52,-15.68391496,61.69230769,28.18,19.52,-22.97544888,29.89,18.9,72.8125,0.92,4711872.9,7028317.3,6219696.31666667,5640858,2640000000,2719000000,1910000000,1897000000,1.39893874,-0.33191086,United States,6.81234568,1.12795159,4.98769483,0.6399,0.1659,3.1569934,-5.80072162,8.4,8.4,3457000000,-0.05782018,11.68742742,43479000000,-31.8174488,-0.8174,0.22,115.69019086,31.16883117,-0.8156,-205.58261521,0.253482,21.0391057,20.88609519,20.97624641,22.47408301,-757.94392523,-14.55064194,-18.86342664,-19.63824289,-199.6763754,-613.08139535,20.19337454,20.0784374,-6.08182823,2548000000,595000000,7.20720721,11.84210526,1.20155039,34.84636627,22112000000,-32.20338983,-546000000,116.72203765,31.30434783,-240,-4.32715169,-3.92187019,18.55286099,18.46354968,8.79111687,9.23193141,,1.15089511,1.11280393,1.00044274,2023-05-04,53.43211134,51.16353424,,,-1.37828525,-13.03847629,-2.10678509,13.24717286,1386593.40659341,5.8496732,13.52961795,14.47183099,666694130.808,21.146,20.871,20.58833333,22.6738,16.38200407,39357000000,2.59103824,13.59097206,25.69294693,7643000000,24831000000,3.90409239,22.61011258,32538000000,33611000000,12618000000,669336000,2023-08-04,1.89630341,2.41602919,2.23371939,21.025,20.83000265,-27.01388889,2.08839242,-1.36086344,20.841,21.1328,24.66425,-1.29191018,-422000000,21.38719712,20.95312098,-0.8174
NDSN,Nordson Corporation,246.27,1.64265962,3.98,Buy,194508,47901485.16,14035191002,27.65307612,8.9953,7331,Producer Manufacturing,Industrial Machinery,250,228.1175,1.1417979,250,208.905,14.49625738,89.78884094,251.26,202.57,1.36236418,251.26,199.32,272.2805,0.888898,214156.5,234714.8,237552.48333333,232617.06666667,163457000,129073000.00000001,163457000,129073000.00000001,-0.76960271,1.64265962,United States,0.43052909,1.16665017,29.76190476,2.18,0.65,1.0557518,11.58161917,16.96717901,-4.46543951,782356000,-0.01150239,19.14876348,13422700000,13.86763185,8.8088,2.26,22.52631579,17.7698493,8.9057,8.28257037,2.316064,244.01351691,239.2167846,235.841737,227.76026692,-9.04626259,17.82445745,20.89258124,39.01083001,88.42610753,16.25951689,55.07269876,54.0893763,7.73790103,1426536000,352125000,7.07215987,-1.54067695,1.11670576,59.52092591,945959000,12.9267466,513102999.99999994,22.34968013,16.35350348,6.67081016,19.80880045,19.75497544,27.11523628,26.06145527,6.13009024,5.6208164,26.08625651,5.45009233,5.53800836,0.72220091,2023-05-22,64.70822436,65.58118968,2.43336816,,12.88908459,21.967831,17.99005153,9.65490352,353332.151139,6.50114583,2.32324997,4.64440549,51017919.80010001,243.746,244.231,234.507,222.6084,0.77589825,4193115000,-1.04563552,10.45142654,-9.57314773,1155441000,1075032000,-6.23897796,16.92590816,1526000000,1696113000,2590278000,56991100,2023-08-28,2.06683168,1.44039208,1.52945038,245.32333333,239.52009208,3.1929604,-0.2470836,17.02623075,239.6875,227.4172,226.6463,24.9679341,-125914000,231.42178386,242.85791427,8.9036
AVY,Avery Dennison Corporation,173.27,0.94378095,1.62,Buy,507378,87913386.06,13987790589.000002,20.84977859,8.3723,36000,Process Industries,Containers/Packaging,174.45,162.35,0.97150797,180.59,158.93,-2.69556916,70.70935961,195.95,158.93,-8.78606022,204.37,157.28,229.24,1.53125,464128.7,591344.5,590743.66666667,544108.87777778,197800000,386500000,166500000,350200000,0.8556461,0.94378095,United States,1.74218023,1.13068805,10.15037594,2.93,0.75,1.8699139,6.15360648,7.19204285,-21.7973765,1286000000,-3.13347394,13.34400512,17755400000,4.28909496,9.2105,1.7,-1.26153642,-37.72613065,8.3104,-4.77587313,2.067378,171.40274249,169.54471389,169.36189407,172.50404394,-13.7534731,7.55478853,6.21130782,-124.95017935,-181.83006536,-20.5203157,26.53524056,26.33009709,3.87147064,2398600000,542300000,8.41663335,-15.4373928,-2.20185822,47.17972572,3172600000,2.29698689,757100000,-1.38323841,-38.84964682,-6.68221734,8.37564856,7.7681325,11.86043167,11.36493432,6.89004675,6.85594949,25.96819603,1.61296459,1.57565232,0.73329046,2023-04-26,61.40367874,56.4875499,1.50564756,,8.31362194,34.21542486,14.08074534,7.50448961,251091.66666667,1.93000642,-12.10147704,0.55936506,79255735.07970001,171.34,170.155,167.59633333,172.8564,-0.26468965,8222299999.999999,3.41865291,1.02594977,-0.88826697,2989200000,3559100000,9.23851324,8.88426592,5918300000,6179400000,9039300000,80728300,2023-07-25,3.01759773,2.03408566,2.15031486,172.35333333,168.78712533,-4.7967033,0.97319347,3.84776746,168.945,168.9906,176.3592,10.2558538,-238900000,170.01658185,170.48168662,9.2782
AKAM,"Akamai Technologies, Inc.",90.83,1.18079537,1.06,Buy,1112570,101054733.1,13824517262.999998,31.77096086,2.8719,9800,Technology Services,Data Processing Services,92.96,86.94,1.2671169,94.19,76.845,13.85058912,19.82849604,94.19,70.65,3.21590909,98.81,70.65,345.5,0.56,1098733.3,1445065.43333333,1416050.15,1539985.46666667,1105316000,751913000,542337000,298800000,1.06820964,1.18079537,United States,0.77366775,1.98562516,,0,0,,-3.40439258,-2.93168079,-6.2864964,1285733000,-6.24948503,12.6774659,14700700000,-16.96605771,3.2634,1.4,-23.95451211,-14.59763801,2.8589,-23.11684819,1.405807,90.17849843,89.94940772,89.43739877,86.11730564,-4.99910977,22.57263205,20.29748905,-95.12201465,-87.64545734,-14.88586712,58.02625853,57.34481034,1.75991629,2098609000,523210000.00000006,-2.56543001,-2.67182318,-0.73122724,45.79136217,2475319000,-19.63808349,523672000,-24.58489306,-18.50994017,-26.2637577,14.47946085,12.49919737,19.87621708,19.29385277,3.26004952,3.32596224,19.25464886,3.90821024,4.0300282,1.98562516,2023-05-09,58.97446012,56.33287769,10.74479339,10.52794316,5.5019824,10.70742055,6.26481225,4.49063814,369046.32653061,-1.302142,1.33359597,3.02493185,149397069.342,90.328,89.755,90.89533333,82.43575,2.02400318,8183333000,-1.44599802,-1.45049621,11.04186626,1660485000,3227232000,1.65736528,-0.52590795,3943213000,4011992000,3616654000,152202000,2023-08-01,1.7114094,1.38974028,1.26494477,90.38666667,90.36307595,6.85882353,1.36145519,-1.87965864,90.2695,87.9268,84.595575,17.19734726,0,88.01929747,90.04321245,3.2917
INCY,Incyte Corporation,61.89,-0.28999517,-0.18,Sell,1239538,76715006.82000001,13806935857,42.75352307,1.4605,2324,Health Technology,Pharmaceuticals: Major,64.015,60.56,0.52582645,75.74,60.56,-16.62400647,-13.24642557,86.29,60.56,-22.17052314,86.29,60.56,153.15,1.65625,1473171.7,2312526.63333333,2053731.68333333,1847990.17777778,3238965000,3112712000,2951422000,2821051000,-0.57831325,-0.28999517,United States,0.00901633,3.94750977,,0,0,,-4.02139259,-56.24955187,-66.12468946,572130000,-19.51330683,18.76227406,13230800000,-64.3895587,1.5211,0.1,-24.01263823,-43.54460094,1.4476,-65.53825644,0.69,62.20232152,62.35632981,62.90414971,67.98099237,56.92809975,26.27993879,16.5951552,-144.78427068,-159.12848768,-5.47287038,92.53669393,92.20912644,12.23148687,3141283000,738040000,-13.64953674,8.60189263,9.89802987,56.17339995,-3072476000,-64.08741056,340660000,-23.74477355,-42.87481575,-65.23496363,10.03524679,9.34767078,17.66204614,14.45220317,3.15455805,3.09357657,24.24479254,4.02346095,4.08313725,3.90688204,2023-05-02,45.11372169,44.700853,46.71889614,47.23831458,5.97817293,7.79209766,7.73534458,13.67486564,1460686.31669535,-12.73626848,10.28837958,11.40653734,220438160.73599997,62.378,62.156,62.06,69.2421,18.29242842,5797623000,-1.4603948,14.70853768,-8.04746066,3971633000,40236000,-27.5888133,-8.73086084,1513427000,1335055000,3394635000,223088000,2023-08-01,1.48891406,1.86926741,1.72068333,62.13,62.25752441,-22.80154671,-0.41834272,-23.02238806,62.095,63.9256,73.30865,14.70969055,0,64.49828277,62.1975768,1.5345
TXT,Textron Inc.,68.04,0.7552199,0.51,Buy,838458,57048682.32000001,13722275740,16.78507993,4.0913,34000,Electronic Technology,Aerospace & Defense,68.32,64.4211,1.0519078,70.1,61.27,-1.24818578,3.12215823,76.11,61.27,-4.34415858,76.11,57.96,79.45,1.421875,921673.2,1108790.26666667,1257050.83333333,1318762.47777778,2035000000,1799000000,2035000000,1799000000,0.60623983,0.7552199,United States,0.56121575,1.77430637,0,0.08,0.02,0.1175779,2.82258065,-10.25641026,-5.72390572,1258000000,-0.63191153,12.60435273,16755200000,21.61661555,4.0052,1.05,-14.06351867,4.99544834,4.0536,18.33600934,1.206012,67.53050812,66.50733793,66.20531267,66.98500352,-7.27718724,8.81187349,8.0825318,-72.32876712,-47.66839378,-19.09937888,20.74753283,15.92460441,-1.25739645,2670000000,493000000,-10.84990958,-3.14341847,-2.93144208,60.75807478,2134000000,15.4155496,861000000,-15.48672566,-1.03626943,11.84895833,6.69826715,6.6708036,6.86145,6.72510084,1.97205045,1.96100471,13.51730177,1.09254021,1.13658893,0.85707624,2023-04-27,67.36277607,61.3626201,4.67013754,,5.32441803,12.3518851,8.03325393,3.93312874,378500,-16.83168317,0.7664112,3.10300704,200513482.88,67.556,67.087,65.45833333,67.71,2.94433563,16393000000,0.61376051,3.02935076,-5.08678881,7610000000,3933000000,-0.1016002,-2.35849057,9180000000,9385000000,12869000000,201680000,2023-07-27,1.88031637,1.51271271,1.66106173,67.77333333,66.42455027,-4.04738401,0.97951915,10.45454545,66.466,65.299,68.0069,7.8420726,-17000000,66.24627663,67.13651273,4.0459
CPB,Campbell Soup Company,45.99,0.98814229,0.45,Neutral,2499294,114942531.06,13709247853,17.64164333,2.6244,14700,Consumer Non-Durables,Food: Major Diversified,46.78,44.76,-0.04561334,55.54,44.76,-16.92557803,9.5521677,56.04,44.76,-18.25453253,57.775,44.76,67.89,1.326517,2366883.2,3124883.8,2570396.23333333,2477427.16666667,109000000,223000000,109000000,223000000,0.61255743,0.98814229,United States,1.40658115,0.91958042,1.36986301,1.48,0.37,3.2180908,-2.70618557,-1.85185185,7.88804071,1644000000,9.30851064,11.27265684,21167300000,-23.70023134,2.5066,0.68,-31.03269331,-14.60240964,2.6069,-16.739061,0.506714,45.88613837,46.58543765,47.44777482,50.55630514,23.55263158,10.96706377,7.30918499,-80.32786885,-70.52631579,-31.58425832,30.21490306,29.87279,-4.6443052,2587000000,686000000,-7.91946309,3.78214826,7.94701987,46.65656442,4821000000,-24.4510978,757000000,-31.03448276,-14.89361702,-17.28134879,8.8413922,8.46269944,13.70007008,13.73436826,4.12819208,3.82181167,20.41738938,1.49234476,1.62216538,0.36013986,2023-06-07,48.18277477,39.78096795,1.01611773,0.93790427,6.56354515,22.49605961,9.88914084,1.01462954,582448.97959184,-10.30181087,4.64788732,9.80113636,197412023.184,46.008,45.858,47.316,51.8221,1.3465144,12073000000,0.8857692,1.90765595,-4.59183673,2104000000,5044000000,5.06144553,1.02143,8559000000,8485000000,8562000000,298092000,2023-08-31,1.44483363,1.2961216,1.31093389,45.95666667,45.93536142,-18.50079745,0.85526316,-5.60344828,45.9235,49.8856,52.02945,11.08236309,-451000000,48.86967012,45.95034966,2.5149
CF,"CF Industries Holdings, Inc.",70.1,-2.43562978,-1.75,Neutral,2229919,156317321.89999998,13663887296,4.6865494,15.012,2700,Process Industries,Chemicals: Agricultural,73.51,66.97,0.628493,78.66,60.08,-5.21903732,62.75830044,91.23,60.08,-15.81602018,119.5983,60.08,119.5983,2.238,1916848.2,2695431.7,2619034.45,2733716.2,2323000000,2825000000,2323000000,2825000000,0.9795448,-2.43562978,United States,0.59636897,4.46403712,25,1.5,0.4,2.2824538,110.83858137,-19.55177743,-41.84357542,5534000000,27.45278673,3.02274798,17337300000,286.33234309,16.3859,2.85,-34.71744021,-32.39279262,14.9577,92.92541048,2.26948,70.33519429,69.60009354,69.32548455,73.53042009,44.46799491,30.46665475,28.63504356,93.81898455,-33.88554217,-6.98113208,51.93992491,48.33494676,146.08216857,5810000000,909000000,-23.35581788,-44.84223301,35.27499323,42.24554051,427000000,264.88549618,3346000000,-34.88372093,-36.57984145,83.3232262,29.91239049,29.2642788,49.34739853,45.43078412,2.71468365,2.50572994,4.6662238,1.33617522,1.27967281,3.96519722,2023-05-01,50.6749799,52.27205849,,,22.24429728,63.94500264,38.46545362,71.09207709,4142962.96296296,-22.85276074,-29.84658298,23.59416128,194044419.36,70.342,69.979,68.02166667,72.7801,6.96897375,13398000000,-0.35698349,-2.78624293,-13.2131324,3848000000,3252000000,0.8372093,-12.15559157,5593000000,5308000000,11186000000,194920000,2023-08-02,3.19713262,2.8099288,3.42712496,70.61,70.31768464,-17.22753572,1.0814708,-18.26026119,70.046,68.1468,84.5902,43.1945789,-306000000,69.83972954,70.15109487,16.4584
EPAM,"EPAM Systems, Inc.",234.95,2.508726,5.75,Buy,357600,84018120,13604906556,32.26581705,7.5081,59300,Technology Services,Information Technology Services,235.09,210.72,1.7546467,304.33,197.99,-19.1222031,82.40043475,385.96,197.99,-29.12305047,462.99,197.99,725.4,13.25,447562.4,779670.5,696825.2,620450.83333333,1742110000,1810201000,1681774000,1749828000,4.53837597,2.508726,United States,0.05979551,4.1455017,,0,0,,0.72721047,-23.8030538,20.67305,677115000,0.51868929,17.69755737,16108500000,-13.07696081,7.0884,2.47,-33.96623665,13.32282223,7.2817,-6.88482244,2.342985,230.75427553,227.92250207,230.95839542,263.30395245,-17.24903648,8.9983456,12.03092089,-48.4732366,247.81217699,31.21343734,29.5440668,28.56636222,20.14568406,1425412000,329678000,-10.59458433,2.17346164,9.62379309,41.08193846,-1623103000,-12.92136231,419416000,-34.02176227,14.01375405,-6.56161791,8.69310369,8.88130715,11.48614898,11.1694944,4.51304278,4.34373383,23.80788551,2.86430787,2.88137341,4.1455017,2023-05-05,66.40061492,54.48404668,,,11.39975841,15.20802342,14.40300124,28.37980663,81360.84317032,-1.65369531,3.35665159,17.23415112,56473960.229,230.674,228.009,228.184,267.1142,13.7920151,4071345000,1.55130101,16.07309334,-19.20696778,2830789000,187098000,-3.16991248,-18.04192128,1006141000,940903000,4824698000,57905500,2023-08-03,3.24209787,2.89565975,2.83710739,232.5825,221.93895999,-29.81958301,4.43382598,-28.25516062,223.2725,237.3606,305.4363,10.86034714,0,240.20968948,228.30855238,7.3208
BEN,"Franklin Resources, Inc.",27.15,3.82409178,1,Buy,3797433,103100305.94999997,13598441209.000002,16.34754335,1.6626,9800,Finance,Investment Managers,27.5,25.125,1.4802604,28.5,23.855,1.34378499,-14.91695393,34.365,23.855,-7.68446107,34.365,20.2373,59.43,0.222223,2895101.4,2991324.66666667,2907518.55,3244234.23333333,4782500000,4278600000.000001,4782500000,4278600000.000001,1.6473231,3.82409178,United States,0.93310401,,3.57142857,1.16,0.3,4.41989,-7.66007905,-0.89907844,-23.79882475,1933400000,-26.69295518,11.34345775,21571300000,-29.2233227,2.5297,0.61,17.01334989,-44.73607038,1.6608,-55.42314196,0.599022,26.60466063,26.31407747,26.16995589,26.41631091,62.15208532,22.80637569,16.9023612,90.22584228,-148,44.70061189,72.73503335,73.208679,-1.48657131,5964200000,1409800000,-6.98687075,-5.68637945,-8.76135333,57.7248359,6761700000,-29.40975192,1237800000,17.28942369,-44.63378176,-55.50383352,15.09530604,10.37013401,23.73321626,18.92278239,1.18204236,1.1494248,10.07438647,1.70280919,1.62008012,,2023-05-01,64.86305275,60.33506888,,,2.95892466,6.95261525,3.75124945,-3.71635902,836724.48979592,-4.0942065,-6.20535497,-9.87623079,290541610.76600003,26.548,26.542,26.00366667,26.6704,16.10450009,29085700000,-0.85017607,12.59169509,23.37260173,,11040300000,9.59201906,23.34566012,14235900000,15682600000,8199900000,500863000,2023-07-28,4.32545732,2.07166039,2.49587966,26.89166667,26.49154038,1.23042506,1.4953271,11.4074682,26.4945,25.6088,26.4717,15.66560306,-583100000,26.14056098,26.51014424,2.5328
L,Loews Corporation,59.54,-1.50537634,-0.91,Buy,751874,44766577.96,13569058641,13.55554038,4.4104,12050,Finance,Property/Casualty Insurance,61.19,57.47,0.77183306,61.19,55.31,5.25013258,21.13936928,63.24,52.85,0.65934066,63.24,49.36,68.2,0.087035,681384.7,883373.13333333,770844.13333333,844673.43333333,,,532000000,594000000,0.26945099,-1.50537634,United States,0.62680783,0.6406084,0,0.25,0.0625,0.41988578,,,,,,,23475600000,-31.4085018,4.1598,1.635683,5.93980993,18.00338161,4.3923,-31.76267711,,59.74224881,59.05089725,58.80834581,58.25256629,13.92694064,17.76559385,16.20103986,-2.81425891,-23.37278107,-13.12267658,,,,,,,,,59.78988833,8464000000,-35.86818758,1012000000,3.02197802,10.94674556,-36.6163142,7.20592424,7.27209705,11.53517516,11.42461005,0.96240012,0.93897025,5.95196183,0.96427971,1.03139356,,2023-05-01,54.18058581,55.31786303,,,1.34742845,6.76207052,4.36546745,-4.28026172,1165477.17842324,-0.26364355,11.19929453,-0.18682535,187324407.468,59.868,59.332,58.56,58.1322,-7.98944369,76560000000,9.2496932,-3.2649348,-4.59626655,15078000000,9058000000,-48.47847108,-2.35015093,54600000000,61246000000,14044000000,227898000,2023-07-31,2.00033619,1.53704172,1.96821976,59.90333333,58.86364552,1.96951533,0.57432432,1.00084818,58.938,58.4842,57.3994,8.81109185,-61000000,58.52602913,59.44091984,4.1675
EVRG,"Evergy, Inc.",58.03,-1.12455273,-0.66,Sell,1204743,69911236.29,13328385479,17.30740553,3.3612,4512,Utilities,Electric Utilities,60.175,57.02,0.44337544,63.84,56.59,-7.65436028,2.34567901,64.66,56.59,-9.58242443,71.58,54.12,76.57,42.0101,1229564.5,1279137.23333333,1143742.93333333,1260411.66666667,25200000,28400000,25200000,28400000,-0.6675796,-1.12455273,United States,1.30154916,0.51878029,7.00344432,2.33,0.6125,4.2219543,-0.75432436,49.02484638,12.03052822,2349200000,4.33932934,10.92418078,26410600000,-14.69436759,3.2684,0.59,1793.57798165,16.34723788,3.3529,-4.85527809,0.811611,58.64548995,58.74458973,58.93931778,60.0463601,41.2693299,-6.22279872,-4.54821308,27.62406675,36.51771957,29.75787555,29.05736376,29.15037087,-2.12142118,1702500000,381700000,68.44660194,7.52112676,2.98987493,36.257323,12322000000,-14.4367398,752700000,1801.33333333,16.40816327,-4.66321244,12.84668294,13.02764666,22.26280487,22.43088334,1.40457427,1.40458821,,2.2529179,2.28094912,0.30988922,2023-05-05,41.27523655,44.32197625,,,2.64540665,8.25372074,4.05984702,4.8758659,1298559.39716312,1.34417005,5.95636898,14.10544944,226383240.202,58.974,58.583,58.53966667,60.0846,3.39895864,29685900000,0.66463433,3.29159113,7.63912251,1798300000,12350400000,1.57664882,6.79487401,19996600000,20184200000,5859100000,229681000,2023-08-03,2.10178913,1.69950232,2.11517679,58.12666667,58.81168062,-8.87248744,-0.5143151,-10.30911901,58.764,59.5984,60.503,13.9312205,-534799999.99999994,59.34239482,58.66238858,3.274
TRMB,Trimble Inc.,52.81,1.42116382,0.74,Buy,587362,31018587.22000001,13083508619,28.12782956,1.8886,11825,Technology Services,Packaged Software,53.68,49.45,1.9600109,53.68,45.43,5.78926282,57.17261905,62.01,45.43,-0.33968673,72.24,45.43,96.4874,0.958338,907293,1108599.13333333,1099380.46666667,1174119.84444444,271000000,1038099999.9999998,271000000,1038099999.9999998,-0.24556101,1.42116382,United States,0.51505229,1.5118509,,0,0,,-9.83938283,23.89730086,-11.35186057,710800000,-11.69089328,20.02238129,14185300000,-7.23096774,1.7974,0.72,50.24659124,18.70272748,1.8775,-2.40162187,0.587488,52.23571522,51.42223197,50.90483653,50.8382422,-50.59625213,9.46603922,11.44524736,103.31658291,46.06498195,-34.14361107,56.00739874,57.54863813,5.1636958,2059000000,549100000,11.83299389,2.15813953,2.40862555,50.07571835,1148400000,-8.72742034,449700000,50.46728972,16.7724388,-4.1555783,12.23240758,13.01278488,14.71860294,14.9360756,3.21929553,3.07763855,31.89375182,3.65031879,3.59411963,1.23539739,2023-05-03,62.17154529,59.61557637,14.74580421,15.59477487,6.16446021,11.37360168,8.11361135,0.47006094,310892.17758985,6.87682428,-7.87964174,-4.46857659,246546170.291,52.1,52.077,50.634,49.8492,2.38604992,8012900000,10.23386986,11.64070555,14.52124724,2238900000,2186500000,31.7089332,53.81639114,3218800000,3767700000,3676300000,247747000,2023-08-02,2.2183642,1.90098892,2.09462528,52.54666667,51.75488331,3.32615926,0.5521706,-11.74799465,51.687,49.3346,52.7806,16.43135075,0,50.39200782,51.99754061,1.8089
LNT,Alliant Energy Corporation,52.04,-1.12103363,-0.59,Sell,1587340,82605173.6,13082220659.000002,19.90437942,2.6171,3129,Utilities,Electric Utilities,54.37,51.07,0.57890195,55.95,50.275,-5.24399126,18.89421979,56.26,49.66,-5.62205296,64.62,47.19,65.37,6.75,1384224.4,1465820.53333333,1386550.81666667,1506392.9,20000000,157000000,20000000,157000000,-0.83841463,-1.12103363,United States,1.43015171,0.62473795,6.21118012,1.71,0.4525,3.4780936,10.12396694,17.9331307,-6.28019324,1573000000,4.58776596,13.97026107,22317800000,3.89180552,2.7309,0.65,50.9310987,-15.26398327,2.6145,-3.56312936,0.636915,52.61636448,52.74507191,52.82523727,53.34925619,-70.01703578,-23.73365042,-28.05601709,51.38632163,-232.91139241,-103.79310345,24.68489893,24.09209589,15.46162403,1038000000,253000000,36.02150538,-8,6.84210526,41.7314125,8893000000,1.78041543,686000000,50.92592593,-15.10416667,-5.05780347,16.31391201,15.59458818,22.06896552,21.40992167,2.07905274,2.0641112,,3.1053539,3.10878668,0.4769392,2023-05-04,39.45337421,44.05017501,,,3.36241971,10.59250302,4.70630372,14.60888525,1343879.83381272,1.79584121,0.84269663,9.82794578,250944802.956,52.928,52.65,52.54433333,53.0978,8.79526209,20240000000,-3.35211537,7.43670046,12.30691314,1192000000,9050000000,2.02931229,13.23823824,14666000000,13912000000,4205000000,251388000,2023-08-03,2.03409531,1.60292432,1.76470148,52.11,52.86255117,-5.79290369,-0.74384894,-10.05876253,52.874,53.139,53.54465,15.85568479,-428000000,52.98628777,52.68941744,2.7342
KMX,CarMax Inc,82.65,1.54810173,1.26,Buy,1518274,125485346.1,13076025768.000002,28.51770064,2.9112,30621,Retail Trade,Specialty Stores,87.06,77.025,1.6278594,87.06,66.25,18.67327159,7.33766234,87.06,55.765,25.22727273,106.24,52.1,155.98,0.65625,2106202.8,2210247.86666667,1890914.93333333,2206561.21111111,785647000,770712000,785647000,770712000,-1.25448029,1.54810173,United States,3.33875341,2.53724767,,0,0,,-96.30086159,429.31513819,3.16264032,38177000,-94.12863875,831.58539875,30121100000,-56.46977805,3.0341,1.44,230.60849598,-7.65185043,2.8982,-50.80208457,0.736435,82.14722693,80.8004256,79.34178249,73.76638047,130.11290476,2.89919381,0.36519191,33.18989396,-173.8297443,104.55275696,8.61130179,8.89220951,-16.88562765,2556254000,754871000,37.41241874,-7.48483656,-17.29345589,57.32434733,18671410000,-57.89427055,484762000,230.80913464,-9.50072345,-52.33842157,1.63302703,1.64215904,-0.78357418,-0.78250013,2.32764185,2.24550349,127.88674835,0.46703206,0.44484183,0.60665354,2023-06-23,56.17345357,58.10551183,,,1.72902785,8.21103004,1.89842758,-6.94517362,969428.59475523,34.33066672,-17.44656489,-16.27394036,157480177.27,81.894,82.555,79.18666667,70.8855,-0.45886675,26962356000,1.55456816,2.36785469,-1.61903933,5363668000,19442122000,1.70791534,1.49386421,20936547000,21139188000,29684873000,158210000,2023-09-28,2.79012346,2.60401136,1.94303931,82.30333333,82.70043697,33.95461912,-0.52954628,-12.45630759,81.305,76.0248,68.8087,2.16477256,0,76.86003045,82.01238379,3.0527
